Date,value
2230,11.9
2231,15.1
2232,10.6
2233,13.6
2234,12.1
2235,16
2236,16.8
2237,16.6
2238,15.6
2239,15.2
2240,17.7
2241,21
2242,13.4
2243,10.5
2244,9.5
2245,12
2246,10.4
2247,11.5
2248,13.2
2249,15
2250,14.1
2251,12.4
2252,13.4
2253,12.5
2254,14.3
2255,17.6
2256,10.4
2257,9.9
2258,10.2
2259,11.3
2260,9.5
2261,11.8
2262,11.5
2263,10.5
2264,10.8
2265,13
2266,18.5
2267,18.7
2268,15
2269,13
2270,11.3
2271,13
2272,13.3
2273,11
2274,10.3
2275,13
2276,12.3
2277,15.6
2278,10.2
2279,10.8
2280,12
2281,13.3
2282,11.7
2283,12.5
2284,13.7
2285,14.9
2286,20.2
2287,16.3
2288,13.9
2289,10.1
2290,7.3
2291,14
2292,17.7
2293,16.3
2294,10.6
2295,9.7
2296,7.8
2297,10.4
2298,10.4
2299,14.1
2300,7.1
2301,8.1
2302,7.8
2303,10.6
2304,9.1
2305,9
2306,11.9
2307,17.1
2308,16.8
2309,13.5
2310,11.6
2311,7
2312,9.7
2313,9.9
2314,11.2
2315,11.3
2316,11.8
2317,9.9
2318,7.1
2319,9.6
2320,9.8
2321,10.6
2322,12.8
2323,16.5
2324,11.7
2325,12.3
2326,12.2
2327,11.8
2328,10.7
2329,10.2
2330,10
2331,8.3
2332,6.6
2333,9.5
2334,12.3
2335,7.6
2336,9.3
2337,5
2338,4.3
2339,6.4
2340,10.8
2341,7.8
2342,8.5
2343,9.7
2344,10
2345,11
2346,10.2
2347,6.6
2348,6.1
2349,5.9
2350,8.9
2351,13
2352,12.6
2353,5.4
2354,6
2355,7.8
2356,9
2357,4.2
2358,3
2359,4.5
2360,6.2
2361,11.9
2362,11.8
2363,9.4
2364,9.6
2365,9.4
2366,7
2367,8.9
2368,9.3
2369,6.8
2370,7.5
2371,8
2372,8.3
2373,2.7
2374,3.9
2375,4.1
2376,5
2377,5.8
2378,4.4
2379,4.1
2380,5.8
2381,9.1
2382,7.9
2383,5
2384,2.8
2385,4.7
2386,8.9
2387,5.4
2388,7.1
2389,9
2390,9.4
2391,6.3
2392,7
2393,6.4
2394,6.7
2395,1.5
2396,2.9
2397,4.8
2398,6.3
2399,5.7
2400,7
2401,8.8
2402,8.7
2403,9
2404,9.6
2405,8
2406,8.4
2407,8.1
2408,9
2409,5.3
2410,8.9
2411,8.7
2412,4.9
2413,7
2414,7.5
2415,7
2416,9.1
2417,11.8
2418,9.9
2419,5.6
2420,4.2
2421,4.3
2422,8
2423,5.1
2424,9.4
2425,9.1
2426,9.7
2427,10.6
2428,8.6
2429,10.1
2430,11
2431,9.7
2432,5
2433,6.1
2434,5.4
2435,5.8
2436,7.3
2437,6.3
2438,4.8
2439,7.6
2440,8.1
2441,9.5
2442,10.3
2443,7
2444,9
2445,10.2
2446,6.8
2447,9.3
2448,9.8
2449,10.7
2450,7.8
2451,9.2
2452,15
2453,7.8
2454,5.3
2455,9.5
2456,7.6
2457,14
2458,14.9
2459,14.9
2460,19.2
2461,17
2462,13
2463,11.2
2464,9.5
2465,10.3
2466,9.3
2467,11.3
2468,6.5
2469,12
2470,8.3
2471,8.7
2472,8.7
2473,10.2
2474,6.9
2475,4.9
2476,10
2477,7.6
2478,14.5
2479,13.2
2480,9.9
2481,10.1
2482,11.3
2483,10.4
2484,10.9
2485,9.2
2486,10.5
2487,11.4
2488,13.5
2489,9.8
2490,13.1
2491,9.7
2492,11.4
2493,9.9
2494,14.4
2495,19
2496,23
2497,15.4
2498,9.6
2499,10.8
2500,12.1
2501,11
2502,12.6
2503,14.7
2504,11.1
2505,10.1
2506,11.4
2507,13
2508,11.9
2509,9.5
2510,13.5
2511,15.2
2512,18.4
2513,24.1
2514,14.1
2515,10.7
2516,8.7
2517,13.3
2518,11.6
2519,9.9
2520,10.8
2521,11.5
2522,10
2523,13.9
2524,13.6
2525,11.9
2526,11.1
2527,8.2
2528,9.4
2529,12.7
2530,11.6
2531,11
2532,11.3
2533,13.4
2534,14.9
2535,15.2
2536,13.9
2537,15
2538,16.2
2539,17.7
2540,20.5
2541,14.7
2542,12.5
2543,10.9
2544,12.8
2545,12.7
2546,11.2
2547,11.4
2548,11.2
2549,12.1
2550,12.7
2551,16.2
2552,14.2
2553,14.3
2554,13.3
2555,16.7
2556,15.3
2557,14.3
2558,13.5
2559,15
2560,13.6
2561,15.2
2562,17
2563,18.7
2564,16.5
2565,17.4
2566,18.3
2567,18.3
2568,22.4
2569,21.4
2570,20.9
2571,17.6
2572,15.5
2573,16.6
2574,16.2
2575,15.6
2576,14.5
2577,14
2578,15.6
2579,12.3
2580,11.6
2581,12.6
2582,14.9
2583,17.3
2584,21.4
2585,23.4
2586,14.4
2587,14.1
2588,15
2589,14.5
2590,15.1
2591,13.9
2592,13.4
2593,9.2
2594,12.5
2595,15.1
2596,12.1
2597,14.5
2598,16.3
2599,16.5
2600,14.9
2601,13.2
2602,11.8
2603,13.6
2604,16.2
2605,14.1
2606,13.5
2607,15
2608,14.8
2609,16.2
2610,16.2
2611,13.3
2612,15.3
2613,18.4
2614,16.2
2615,16.3
2616,12.4
2617,15.6
2618,14.9
2619,14.8
2620,12.7
2621,14.2
2622,16.8
2623,16.7
2624,16.2
2625,14.5
2626,10
2627,12.6
2628,11.9
2629,11.8
2630,13.4
2631,14.5
2632,15.7
2633,15.3
2634,13.9
2635,13.7
2636,15.1
2637,15.6
2638,14.4
2639,13.9
2640,16.2
2641,16.7
2642,15.5
2643,16.4
2644,17.5
2645,18.2
2646,16.1
2647,16.5
2648,14.6
2649,16.4
2650,13.6
2651,15.9
2652,11.9
2653,14.7
2654,9.4
2655,6.6
2656,7.9
2657,11
2658,15.7
2659,15.2
2660,15.9
2661,10.6
2662,8.3
2663,8.6
2664,12.7
2665,10.5
2666,12
2667,11.1
2668,13
2669,12.4
2670,13.3
2671,15.9
2672,12
2673,13.7
2674,17.6
2675,14.3
2676,13.7
2677,15.2
2678,14.5
2679,14.9
2680,15.5
2681,16.4
2682,14.5
2683,12.6
2684,13.6
2685,11.2
2686,11
2687,12
2688,6.8
2689,10.6
2690,13.1
2691,13.5
2692,11.7
2693,13.2
2694,12
2695,10.4
2696,10
2697,8.2
2698,9.4
2699,10.3
2700,8.1
2701,8.7
2702,12.6
2703,10.9
2704,8.7
2705,9.3
2706,6.3
2707,7.8
2708,10
2709,11
2710,11.1
2711,12.6
2712,10.2
2713,11.1
2714,8.7
2715,9.5
2716,9.7
2717,8.2
2718,5
2719,6.5
2720,12.1
2721,8.9
2722,6.1
2723,2.8
2724,3.7
2725,6.8
2726,6.6
2727,7
2728,7.3
2729,7.9
2730,10.6
2731,8.1
2732,6.7
2733,8
2734,10
2735,6.7
2736,9.4
2737,9.3
2738,6
2739,5.8
2740,4.9
2741,5
2742,8.4
2743,12.3
2744,13
2745,11.4
2746,6.8
2747,7.6
2748,12.4
2749,7.1
2750,7.5
2751,10
2752,5.3
2753,6.3
2754,8
2755,8.3
2756,9.3
2757,9.5
2758,5.6
2759,7
2760,8.5
2761,8.5
2762,8.2
2763,8.5
2764,9.6
2765,9.7
2766,7.1
2767,8.4
2768,9.2
2769,9.8
2770,8.1
2771,9.4
2772,10
2773,5.1
2774,6.7
2775,6.9
2776,6.8
2777,8.6
2778,9.1
2779,3.9
2780,4.8
2781,8.4
2782,11.6
2783,12.1
2784,12.4
2785,10
2786,10.1
2787,9.7
2788,11.7
2789,7.9
2790,8.6
2791,7.7
2792,5.8
2793,8.7
2794,10.6
2795,6.7
2796,8.8
2797,9.7
2798,9
2799,11.8
2800,15.2
2801,10
2802,10.5
2803,5.5
2804,9.4
2805,8.8
2806,5.3
2807,13
2808,15.2
2809,13.2
2810,11.5
2811,6.8
2812,4.7
2813,5.2
2814,6.8
2815,10.7
2816,10.1
2817,10
2818,9.8
2819,5.5
2820,13.5
2821,16.6
2822,8.4
2823,8.2
2824,11.1
2825,10.8
2826,8.8
2827,10.8
2828,8.7
2829,12.4
2830,9
2831,13.5
2832,14.7
2833,10.9
2834,8.5
2835,6
2836,12.7
2837,11.1
2838,8.7
2839,12.3
2840,13.3
2841,5.6
2842,13.7
2843,8.5
2844,11.2
2845,8.7
2846,11.7
2847,12.5
2848,8.2
2849,15.6
2850,10.3
2851,11.4
2852,9.7
2853,6.3
2854,14.3
2855,11.3
2856,7.3
2857,12.8
2858,11.9
2859,14.3
2860,11.6
2861,13.2
2862,15.5
2863,14.1
2864,9.5
2865,7.2
2866,11.8
2867,16.8
2868,12.5
2869,9.4
2870,11.9
2871,10.3
2872,16.9
2873,17.5
2874,7.5
2875,8.6
2876,11.1
2877,11.5
2878,10.7
2879,15.7
2880,12.8
2881,13
2882,12.9
2883,14.3
2884,13.7
2885,12.1
2886,11.9
2887,11.8
2888,11.4
2889,10.3
2890,11.7
2891,12
2892,17.4
2893,16.8
2894,16.2
2895,13
2896,12.5
2897,12.4
2898,16.1
2899,20.2
2900,14.3
2901,11
2902,14.4
2903,15.7
2904,19.7
2905,20.7
2906,23.9
2907,16.6
2908,17.5
2909,14.9
2910,13.6
2911,11.9
2912,15.2
2913,17.3
2914,19.8
2915,15.8
2916,9.5
2917,12.9
2918,12.9
2919,14.8
2920,14.1
2921,14.3
2922,17.4
2923,18.5
2924,16.8
2925,11.5
2926,9.5
2927,12.2
2928,15.7
2929,16.3
2930,13.6
2931,12.6
2932,13.8
2933,12.1
2934,13.4
2935,17.3
2936,19.4
2937,16.6
2938,13.9
2939,13.1
2940,16
2941,14.5
2942,15
2943,12.6
2944,12.5
2945,15.2
2946,16.2
2947,16.5
2948,20.1
2949,20.6
2950,16.9
2951,16.5
2952,16.1
2953,14.4
2954,16.3
2955,15.7
2956,14.2
2957,13.2
2958,16.8
2959,18.5
2960,16.7
2961,15.3
2962,15.9
2963,15.2
2964,17.5
2965,18.3
2966,19.4
2967,19.4
2968,19.5
2969,20.5
2970,15.7
2971,15
2972,16.1
2973,14.3
2974,13
2975,16.2
2976,17.7
2977,13.2
2978,15.8
2979,18.5
2980,20.4
2981,22
2982,19.7
2983,19.6
2984,20.3
2985,18.3
2986,18.9
2987,20.3
2988,21.4
2989,18.3
2990,17.8
2991,17.7
2992,12.8
2993,15.1
2994,15
2995,14.8
2996,12
2997,12.5
2998,15
2999,17.1
3000,17.3
3001,16.9
3002,16.5
3003,13.6
3004,13.2
3005,9.4
3006,9.5
3007,11.8
3008,10.4
3009,9.7
3010,12.6
3011,13.3
3012,15.1
3013,14.2
3014,14.2
3015,19.2
3016,12.6
3017,14.2
3018,11.9
3019,13.9
3020,13.5
3021,15.3
3022,13.9
3023,14
3024,12.9
3025,8.5
3026,11.4
3027,10.9
3028,12
3029,8.6
3030,9
3031,9.6
3032,10.2
3033,9.8
3034,8.3
3035,11
3036,11.9
3037,14
3038,15.8
3039,14.5
3040,13.2
3041,14.2
3042,14.6
3043,11.8
3044,14.4
3045,10.4
3046,10.3
3047,10.8
3048,10.5
3049,9.5
3050,12.5
3051,13.7
3052,12.7
3053,11.9
3054,11.4
3055,9.7
3056,8.3
3057,8.1
3058,11.7
3059,11.6
3060,7.4
3061,5.2
3062,11
3063,9.5
3064,9.2
3065,10.7
3066,9
3067,10.2
3068,10.3
3069,12.1
3070,13.2
3071,6.6
3072,2.3
3073,1.4
3074,2.1
3075,6.6
3076,8.9
3077,7.8
3078,9
3079,10.3
3080,7.9
3081,7.2
3082,8.6
3083,8.8
3084,6.2
3085,9.5
3086,10.2
3087,9.7
3088,11.2
3089,10.2
3090,10.1
3091,8.1
3092,6.6
3093,5
3094,4.7
3095,5.3
3096,4.5
3097,2.3
3098,1.4
3099,0.5
3100,2.4
3101,8
3102,6
3103,7.1
3104,9.7
3105,6.9
3106,5.3
3107,7
3108,6.2
3109,7
3110,9.7
3111,8
3112,8.5
3113,7.1
3114,7.5
3115,3.3
3116,1.8
3117,2.6
3118,5.3
3119,5.8
3120,5.8
3121,7.2
3122,5.3
3123,1.6
3124,3.1
3125,5.3
3126,7.7
3127,4.2
3128,5.5
3129,9
3130,11.2
3131,8
3132,7.6
3133,3.7
3134,7.5
3135,8.1
3136,8.4
3137,7.1
3138,7.6
3139,7.6
3140,5.6
3141,7
3142,10.5
3143,7.3
3144,7.8
3145,5.8
3146,3.8
3147,5.8
3148,6.7
3149,6.6
3150,6.6
3151,9
3152,8.1
3153,5.1
3154,8.6
3155,7
3156,5.5
3157,7.4
3158,6.2
3159,4.2
3160,6.3
3161,7
3162,4
3163,8
3164,8.8
3165,8.8
3166,6.1
3167,8.6
3168,8.9
3169,7.8
3170,5
3171,7
3172,13.3
3173,7.9
3174,7.5
3175,8.3
3176,7.2
3177,6.5
3178,8.9
3179,7.4
3180,9.9
3181,9.3
3182,10.6
3183,8.6
3184,7.2
3185,12.6
3186,7.8
3187,6.3
3188,9.2
3189,5.8
3190,9
3191,5
3192,11.9
3193,13.4
3194,10.5
3195,6.2
3196,5.1
3197,9.5
3198,11.7
3199,9.2
3200,7.3
3201,9.7
3202,9.4
3203,10
3204,10.9
3205,11
3206,10.9
3207,8
3208,11.2
3209,7.5
3210,7.2
3211,13.2
3212,12.9
3213,9.4
3214,10.2
3215,9.5
3216,12.4
3217,10.2
3218,13.4
3219,11.6
3220,8
3221,9
3222,9.3
3223,13.5
3224,8
3225,8.1
3226,10
3227,8.5
3228,12.5
3229,15
3230,13.3
3231,11
3232,11.9
3233,8.3
3234,9.7
3235,11.3
3236,12.5
3237,9.4
3238,11.4
3239,13.2
3240,13.8
3241,16
3242,10.9
3243,11.9
3244,12.4
3245,13.2
3246,15.5
3247,21.6
3248,14.9
3249,14.4
3250,12.9
3251,13.1
3252,14
3253,17.9
3254,17.7
3255,16.3
3256,18.3
3257,13.7
3258,13.3
3259,10.6
3260,14.1
3261,16
3262,16.5
3263,14.1
3264,18.7
3265,16.2
3266,14.8
3267,12.6
3268,10.4
3269,12.2
3270,12.6
3271,12.1
3272,17.3
3273,16.4
3274,12.6
3275,12.3
3276,11.8
3277,12
3278,12.7
3279,16.4
3280,16
3281,13.3
3282,11.7
3283,10.4
3284,14.4
3285,12.7
3286,14.8
3287,13.3
3288,15.6
3289,14.5
3290,14.3
3291,15.3
3292,16.4
3293,14.8
3294,17.4
3295,18.8
3296,22.1
3297,19
3298,15.5
3299,15.8
3300,14.7
3301,10.7
3302,11.5
3303,15
3304,14.5
3305,14.5
3306,13.3
3307,14.3
3308,14.3
3309,20.5
3310,15
3311,17.1
3312,16.9
3313,16.9
3314,13.6
3315,16.4
3316,16.1
3317,12
3318,12.2
3319,14.8
3320,14.8
3321,14.4
3322,12.9
3323,13.4
3324,15.9
3325,16.1
3326,17.6
3327,15.6
3328,15
3329,13
3330,14.1
3331,17.3
3332,15.7
3333,18.6
3334,12.7
3335,14
3336,13.7
3337,16.3
3338,20
3339,17
3340,15.2
3341,16.5
3342,16.5
3343,17.3
3344,19.1
3345,19.3
3346,17.3
3347,19
3348,19.8
3349,19.3
3350,17.2
3351,14.2
3352,10.3
3353,13
3354,15.3
3355,15
3356,12.1
3357,9.2
3358,11
3359,15
3360,11.6
3361,11.6
3362,15.1
3363,15
3364,13.6
3365,12.5
3366,14.3
3367,16
3368,17.4
3369,16.9
3370,18
3371,20.6
3372,14.2
3373,10.9
3374,11.9
3375,13.3
3376,15.3
3377,14.7
3378,11
3379,12.2
3380,14.2
3381,17
3382,15.8
3383,15.2
3384,15.1
3385,14.7
3386,18.5
3387,16.4
3388,18.4
3389,15.1
3390,9.9
3391,10.2
3392,12.6
3393,13.2
3394,11.5
3395,13.8
3396,14.5
3397,14.7
3398,11.2
3399,12.7
3400,13.7
3401,11.5
3402,10.4
3403,8.9
3404,11.1
3405,9.5
3406,13
3407,13.9
3408,12.6
3409,14.3
3410,16
3411,13.3
3412,7
3413,4.9
3414,6.9
3415,13.7
3416,10.6
3417,12.3
3418,11.1
3419,10.2
3420,9.5
3421,8.9
3422,13.4
3423,9.1
3424,9.4
3425,8.7
3426,5.8
3427,4.5
3428,7.2
3429,10
3430,10.5
3431,10.7
3432,8.2
3433,6.1
3434,4.5
3435,6.1
3436,9.8
3437,9.7
3438,8.2
3439,8.4
3440,8.5
3441,10.4
3442,6.8
3443,6
3444,6.6
3445,7.8
3446,10.3
3447,7.2
3448,7.4
3449,11.4
3450,5.4
3451,4.4
3452,6.4
3453,9.3
3454,7.7
3455,8.1
3456,8.3
3457,9.1
3458,7.7
3459,10.6
3460,8.2
3461,7.9
3462,5.2
3463,5.9
3464,3.7
3465,5.6
3466,9.4
3467,7.4
3468,7.3
3469,7.7
3470,7.7
3471,9.3
3472,4.4
3473,5.7
3474,10.2
3475,10.2
3476,9.3
3477,5.4
3478,5
3479,7.6
3480,9.6
3481,10.4
3482,11.2
3483,9.1
3484,11.2
3485,6.8
3486,8.3
3487,9.7
3488,9.6
3489,9.8
3490,10.8
3491,9.2
3492,6.5
3493,8.1
3494,7.3
3495,7.9
3496,6
3497,5
3498,6.8
3499,9.8
3500,5.7
3501,8.6
3502,10.6
3503,7.8
3504,7.7
3505,8.6
3506,6.5
3507,6.9
3508,6.4
3509,8.5
3510,7.8
3511,9.3
3512,8.4
3513,7.8
3514,7.4
3515,7.7
3516,8.9
3517,9.7
3518,9.9
3519,6.1
3520,6.6
3521,7.6
3522,7.4
3523,8
3524,2.1
3525,5.9
3526,11.6
3527,8.6
3528,7.9
3529,6
3530,9.5
3531,8.6
3532,7.6
3533,10.4
3534,10.3
3535,7.5
3536,3
3537,5.3
3538,10.5
3539,14.6
3540,12.6
3541,9.8
3542,7.2
3543,10.1
3544,10.4
3545,3.7
3546,7.3
3547,11.6
3548,16.3
3549,9.6
3550,6.8
3551,5.2
3552,10.6
3553,16.3
3554,9.8
3555,4.6
3556,11.1
3557,8.7
3558,10
3559,11.3
3560,10.5
3561,9.9
3562,11
3563,14
3564,9.2
3565,9.8
3566,6
3567,9.8
3568,9.2
3569,11.8
3570,10.3
3571,7.5
3572,7.7
3573,15.8
3574,14.6
3575,10.5
3576,11.3
3577,10.9
3578,6.4
3579,10.9
3580,9
3581,10.9
3582,12.4
3583,11.6
3584,13.3
3585,14.4
3586,18.4
3587,13.6
3588,14.9
3589,14.8
3590,15.4
3591,11.8
3592,13
3593,11.1
3594,12.5
3595,18.3
3596,19.2
3597,15.4
3598,13.1
3599,11.5
3600,8.6
3601,12.6
3602,13.8
3603,14.6
3604,13.2
3605,12.3
3606,8.8
3607,10.7
3608,9.9
3609,8.3
3610,15
3611,12.2
3612,10.5
3613,11.1
3614,13
3615,12.9
3616,8.8
3617,14.7
3618,14.7
3619,12.7
3620,13.3
3621,13.2
3622,16.2
3623,17.3
3624,20.5
3625,20.2
3626,19.4
3627,15.5
3628,14.1
3629,11
3630,11.1
3631,14
3632,11.4
3633,12.5
3634,13.4
3635,13.6
3636,13.9
3637,17.2
3638,14.7
3639,15.4
3640,13.1
3641,13.2
3642,13.9
3643,10
3644,12.9
3645,14.6
3646,14
3647,13.6
3648,13.5
3649,15.7
3650,13
