ts,value
14815,-0.574062
14816,-0.588195
14817,-0.597618
14818,-0.60704
14819,-0.616462
14820,-0.616462
14821,-0.60704
14822,-0.588195
14823,-0.574062
14824,-0.555218
14825,-0.550507
14826,-0.56464
14827,-0.578773
14828,-0.578773
14829,-0.588195
14830,-0.60704
14831,-0.616462
14832,-0.625884
14833,-0.630595
14834,-0.630595
14835,-0.635306
14836,-0.630595
14837,-0.616462
14838,-0.60704
14839,-0.602329
14840,-0.592906
14841,-0.588195
14842,-0.597618
14843,-0.611751
14844,-0.621173
14845,-0.630595
14846,-0.635306
14847,-0.635306
14848,-0.640017
14849,-0.663572
14850,-0.677705
14851,-0.663572
14852,-0.65415
14853,-0.65415
14854,-0.663572
14855,-0.672994
14856,-0.682416
14857,-0.687127
14858,-0.691838
14859,-0.69655
14860,-0.69655
14861,-0.701261
14862,-0.701261
14863,-0.705972
14864,-0.705972
14865,-0.710683
14866,-0.710683
14867,-0.705972
14868,-0.705972
14869,-0.635306
14870,-0.630595
14871,-0.691838
14872,-0.715394
14873,-0.705972
14874,-0.701261
14875,-0.701261
14876,-0.705972
14877,-0.705972
14878,-0.710683
14879,-0.720105
14880,-0.724816
14881,-0.715394
14882,-0.720105
14883,-0.738949
14884,-0.748371
14885,-0.74366
14886,-0.720105
14887,-0.705972
14888,-0.687127
14889,-0.682416
14890,-0.677705
14891,-0.677705
14892,-0.682416
14893,-0.69655
14894,-0.715394
14895,-0.724816
14896,-0.724816
14897,-0.729527
14898,-0.729527
14899,-0.734238
14900,-0.738949
14901,-0.738949
14902,-0.74366
14903,-0.74366
14904,-0.738949
14905,-0.729527
14906,-0.724816
14907,-0.734238
14908,-0.74366
14909,-0.74366
14910,-0.748371
14911,-0.771926
14912,-0.804904
14913,-0.800193
14914,-0.753082
14915,-0.771926
14916,-0.804904
14917,-0.771926
14918,-0.776637
14919,-0.800193
14920,-0.823748
14921,-0.809615
14922,-0.79077
14923,-0.734238
14924,-0.668283
14925,-0.635306
14926,-0.625884
14927,-0.635306
14928,-0.649439
14929,-0.668283
14930,-0.682416
14931,-0.69655
14932,-0.710683
14933,-0.715394
14934,-0.720105
14935,-0.729527
14936,-0.748371
14937,-0.762504
14938,-0.767215
14939,-0.767215
14940,-0.753082
14941,-0.748371
14942,-0.74366
14943,-0.748371
14944,-0.748371
14945,-0.753082
14946,-0.767215
14947,-0.781348
14948,-0.79077
14949,-0.804904
14950,-0.814326
14951,-0.819037
14952,-0.819037
14953,-0.809615
14954,-0.79077
14955,-0.762504
14956,-0.724816
14957,-0.687127
14958,-0.658861
14959,-0.635306
14960,-0.630595
14961,-0.65415
14962,-0.677705
14963,-0.69655
14964,-0.701261
14965,-0.710683
14966,-0.724816
14967,-0.748371
14968,-0.795482
14969,-0.837881
14970,-0.819037
14971,-0.781348
14972,-0.757793
14973,-0.757793
14974,-0.767215
14975,-0.767215
14976,-0.762504
14977,-0.762504
14978,-0.767215
14979,-0.771926
14980,-0.771926
14981,-0.776637
14982,-0.776637
14983,-0.771926
14984,-0.762504
14985,-0.767215
14986,-0.771926
14987,-0.776637
14988,-0.781348
14989,-0.781348
14990,-0.771926
14991,-0.74366
14992,-0.69655
14993,-0.668283
14994,-0.668283
14995,-0.672994
14996,-0.687127
14997,-0.701261
14998,-0.710683
14999,-0.720105
15000,-0.729527
15001,-0.738949
15002,-0.74366
15003,-0.74366
15004,-0.748371
15005,-0.757793
15006,-0.762504
15007,-0.771926
15008,-0.771926
15009,-0.767215
15010,-0.767215
15011,-0.771926
15012,-0.776637
15013,-0.776637
15014,-0.781348
15015,-0.781348
15016,-0.776637
15017,-0.776637
15018,-0.757793
15019,-0.720105
15020,-0.691838
15021,-0.621173
15022,-0.602329
15023,-0.668283
15024,-0.710683
15025,-0.729527
15026,-0.738949
15027,-0.701261
15028,-0.672994
15029,-0.616462
15030,-0.555218
15031,-0.512819
15032,-0.498686
15033,-0.484552
15034,-0.479841
15035,-0.484552
15036,-0.493974
15037,-0.498686
15038,-0.508108
15039,-0.503397
15040,-0.493974
15041,-0.508108
15042,-0.526952
15043,-0.531663
15044,-0.508108
15045,-0.465708
15046,-0.446864
15047,-0.42802
15048,-0.413887
15049,-0.409176
15050,-0.409176
15051,-0.418598
15052,-0.423309
15053,-0.437442
15054,-0.451575
15055,-0.460997
15056,-0.442153
15057,-0.432731
15058,-0.404465
15059,-0.376198
15060,-0.357354
15061,-0.352643
15062,-0.357354
15063,-0.362065
15064,-0.371487
15065,-0.376198
15066,-0.395042
15067,-0.418598
15068,-0.437442
15069,-0.456286
15070,-0.489263
15071,-0.508108
15072,-0.51753
15073,-0.526952
15074,-0.536374
15075,-0.545796
15076,-0.555218
15077,-0.56464
15078,-0.569351
15079,-0.578773
15080,-0.597618
15081,-0.597618
15082,-0.602329
15083,-0.602329
15084,-0.60704
15085,-0.621173
15086,-0.630595
15087,-0.635306
15088,-0.640017
15089,-0.65415
15090,-0.663572
15091,-0.668283
15092,-0.668283
15093,-0.663572
15094,-0.621173
15095,-0.574062
15096,-0.541085
15097,-0.522241
15098,-0.51753
15099,-0.51753
15100,-0.512819
15101,-0.503397
15102,-0.493974
15103,-0.489263
15104,-0.493974
15105,-0.503397
15106,-0.498686
15107,-0.47513
15108,-0.465708
15109,-0.446864
15110,-0.399754
15111,-0.352643
15112,-0.399754
15113,-0.446864
15114,-0.484552
15115,-0.531663
15116,-0.569351
15117,-0.592906
15118,-0.602329
15119,-0.60704
15120,-0.60704
15121,-0.29611
15122,0.528323
15123,0.24566
15124,-0.121802
15125,-0.343221
15126,-0.437442
15127,-0.493974
15128,-0.526952
15129,-0.550507
15130,-0.559929
15131,-0.541085
15132,-0.498686
15133,-0.33851
15134,0.815697
15135,1.4564
15136,2.08768
15137,2.24786
15138,2.17248
15139,2.07826
15140,2.13479
15141,2.36092
15142,0.957028
15143,0.895785
15144,0.839252
15145,0.801564
15146,0.763875
15147,0.726187
15148,0.697921
15149,0.655521
15150,0.622544
15151,0.589567
15152,0.570722
15153,0.542456
15154,0.528323
15155,0.504768
15156,0.476501
15157,0.452946
15158,0.429391
15159,0.410547
15160,0.386991
15161,0.372858
15162,0.358725
15163,0.339881
15164,0.321037
15165,0.306904
15166,0.297482
15167,0.283348
15168,0.273926
15169,0.259793
15170,0.250371
15171,0.231527
15172,0.212683
15173,0.193839
15174,0.179705
15175,0.113751
15176,-0.0652691
15177,0.0760623
15178,0.15615
15179,0.15615
15180,0.146728
15181,0.137306
15182,0.127884
15183,0.123173
15184,0.113751
15185,0.104329
15186,0.0949065
15187,0.0807734
15188,0.142017
15189,0.104329
15190,0.0195297
15191,0.0195297
15192,0.0713513
15193,0.0619292
15194,0.0525071
15195,0.043085
15196,0.0242408
15197,0.0101076
15198,0.0101076
15199,0.0053966
15200,0.000685552
15201,-0.0040255
15202,-0.0134476
15203,-0.0228697
15204,-0.0322918
15205,-0.0417139
15206,-0.055847
15207,-0.055847
15208,-0.0605581
15209,-0.0605581
15210,-0.0699802
15211,-0.0746912
15212,-0.0746912
15213,-0.0841133
15214,-0.0935354
15215,-0.102958
15216,-0.11238
15217,-0.117091
15218,-0.117091
15219,-0.11238
15220,-0.11238
15221,-0.117091
15222,-0.131224
15223,-0.140646
15224,-0.140646
15225,-0.145357
15226,-0.135935
15227,-0.131224
15228,-0.126513
15229,-0.126513
15230,-0.131224
15231,-0.135935
15232,-0.135935
15233,-0.145357
15234,-0.15949
15235,-0.173623
15236,-0.187756
15237,-0.20189
15238,-0.211312
15239,-0.220734
15240,-0.230156
15241,-0.234867
15242,-0.244289
15243,-0.244289
15244,-0.253711
15245,-0.258422
15246,-0.258422
15247,-0.244289
15248,-0.272555
15249,-0.324377
15250,-0.376198
15251,-0.380909
15252,-0.347932
15253,-0.357354
15254,-0.357354
15255,-0.362065
15256,-0.362065
15257,-0.366776
15258,-0.366776
15259,-0.371487
15260,-0.376198
15261,-0.376198
15262,-0.380909
15263,-0.38562
15264,-0.390331
15265,-0.390331
15266,-0.395042
15267,-0.395042
15268,-0.399754
15269,-0.399754
15270,-0.404465
15271,-0.409176
15272,-0.413887
15273,-0.418598
15274,-0.423309
15275,-0.42802
15276,-0.432731
15277,-0.432731
15278,-0.42802
15279,-0.423309
15280,-0.423309
15281,-0.418598
15282,-0.423309
15283,-0.423309
15284,-0.42802
15285,-0.432731
15286,-0.437442
15287,-0.442153
15288,-0.442153
15289,-0.446864
15290,-0.446864
15291,-0.451575
15292,-0.451575
15293,-0.456286
15294,-0.456286
15295,-0.460997
15296,-0.460997
15297,-0.465708
15298,-0.470419
15299,-0.470419
15300,-0.47513
15301,-0.479841
15302,-0.484552
15303,-0.484552
15304,-0.479841
15305,-0.47513
15306,-0.47513
15307,-0.470419
15308,-0.460997
15309,-0.456286
15310,-0.460997
15311,-0.465708
15312,-0.47513
15313,-0.484552
15314,-0.489263
15315,-0.493974
15316,-0.498686
15317,-0.512819
15318,-0.512819
15319,-0.51753
15320,-0.522241
15321,-0.522241
15322,-0.51753
15323,-0.51753
15324,-0.503397
15325,-0.489263
15326,-0.489263
15327,-0.503397
15328,-0.508108
15329,-0.512819
15330,-0.51753
15331,-0.531663
15332,-0.541085
15333,-0.545796
15334,-0.559929
15335,-0.56464
15336,-0.574062
15337,-0.578773
15338,-0.583484
15339,-0.592906
15340,-0.597618
15341,-0.602329
15342,-0.60704
15343,-0.60704
15344,-0.611751
15345,-0.60704
15346,-0.597618
15347,-0.56464
15348,-0.541085
15349,-0.522241
15350,-0.51753
15351,-0.512819
15352,-0.51753
15353,-0.526952
15354,-0.541085
15355,-0.545796
15356,-0.555218
15357,-0.559929
15358,-0.569351
15359,-0.583484
15360,-0.588195
15361,-0.592906
15362,-0.597618
15363,-0.602329
15364,-0.60704
15365,-0.60704
15366,-0.611751
15367,-0.621173
15368,-0.625884
15369,-0.635306
15370,-0.640017
15371,-0.644728
15372,-0.635306
15373,-0.625884
15374,-0.625884
15375,-0.630595
15376,-0.630595
15377,-0.635306
15378,-0.640017
15379,-0.640017
15380,-0.625884
15381,-0.611751
15382,-0.588195
15383,-0.56464
15384,-0.545796
15385,-0.536374
15386,-0.531663
15387,-0.531663
15388,-0.536374
15389,-0.541085
15390,-0.559929
15391,-0.56464
15392,-0.569351
15393,-0.578773
15394,-0.588195
15395,-0.597618
15396,-0.602329
15397,-0.611751
15398,-0.611751
15399,-0.621173
15400,-0.630595
15401,-0.640017
15402,-0.644728
15403,-0.65415
15404,-0.663572
15405,-0.625884
15406,-0.625884
15407,-0.630595
15408,-0.644728
15409,-0.65415
15410,-0.65415
15411,-0.663572
15412,-0.668283
15413,-0.677705
15414,-0.682416
15415,-0.682416
15416,-0.672994
15417,-0.663572
15418,-0.658861
15419,-0.668283
15420,-0.677705
15421,-0.682416
15422,-0.682416
15423,-0.687127
15424,-0.691838
15425,-0.687127
15426,-0.658861
15427,-0.635306
15428,-0.621173
15429,-0.611751
15430,-0.611751
15431,-0.60704
15432,-0.616462
15433,-0.630595
15434,-0.644728
15435,-0.658861
15436,-0.663572
15437,-0.668283
15438,-0.672994
15439,-0.677705
15440,-0.682416
15441,-0.687127
15442,-0.691838
15443,-0.687127
15444,-0.687127
15445,-0.691838
15446,-0.691838
15447,-0.69655
15448,-0.701261
15449,-0.701261
15450,-0.705972
15451,-0.682416
15452,-0.635306
15453,-0.705972
15454,-0.677705
15455,-0.640017
15456,-0.635306
15457,-0.635306
15458,-0.630595
15459,-0.625884
15460,-0.635306
15461,-0.644728
15462,-0.65415
15463,-0.668283
15464,-0.682416
15465,-0.682416
15466,-0.677705
15467,-0.672994
15468,-0.672994
15469,-0.682416
15470,-0.33851
15471,-0.164201
15472,-0.574062
15473,-0.786059
15474,-0.597618
15475,-0.602329
15476,-0.616462
15477,-0.616462
15478,-0.60704
15479,-0.592906
15480,-0.574062
15481,-0.559929
15482,-0.555218
15483,-0.550507
15484,-0.545796
15485,-0.536374
15486,-0.536374
15487,-0.545796
15488,-0.545796
15489,-0.541085
15490,-0.522241
15491,-0.508108
15492,-0.498686
15493,-0.489263
15494,-0.47513
15495,-0.460997
15496,-0.446864
15497,-0.442153
15498,-0.442153
15499,-0.446864
15500,-0.446864
15501,-0.451575
15502,-0.456286
15503,-0.465708
15504,-0.47513
15505,-0.479841
15506,-0.489263
15507,-0.512819
15508,-0.531663
15509,-0.541085
15510,-0.555218
15511,-0.559929
15512,-0.574062
15513,-0.583484
15514,-0.592906
15515,-0.597618
15516,-0.60704
15517,-0.611751
15518,-0.621173
15519,-0.630595
15520,-0.625884
15521,-0.602329
15522,-0.583484
15523,-0.559929
15524,-0.545796
15525,-0.531663
15526,-0.522241
15527,-0.508108
15528,-0.498686
15529,-0.489263
15530,-0.489263
15531,-0.493974
15532,-0.512819
15533,-0.526952
15534,-0.531663
15535,-0.541085
15536,-0.559929
15537,-0.569351
15538,-0.569351
15539,-0.574062
15540,-0.574062
15541,-0.569351
15542,-0.559929
15543,-0.555218
15544,-0.559929
15545,-0.569351
15546,-0.578773
15547,-0.588195
15548,-0.592906
15549,-0.597618
15550,-0.60704
15551,-0.616462
15552,-0.625884
15553,-0.630595
15554,-0.635306
15555,-0.640017
15556,-0.640017
15557,-0.644728
15558,-0.65415
15559,-0.658861
15560,-0.658861
15561,-0.663572
15562,-0.668283
15563,-0.672994
15564,-0.672994
15565,-0.668283
15566,-0.663572
15567,-0.658861
15568,-0.663572
15569,-0.786059
15570,-0.786059
15571,-0.79077
15572,-0.809615
15573,-0.819037
15574,-0.823748
15575,-0.795482
15576,-0.753082
15577,-0.724816
15578,-0.710683
15579,-0.691838
15580,-0.682416
15581,-0.677705
15582,-0.649439
15583,-0.611751
15584,-0.588195
15585,-0.578773
15586,-0.574062
15587,-0.574062
15588,-0.578773
15589,-0.592906
15590,-0.611751
15591,-0.630595
15592,-0.640017
15593,-0.65415
15594,-0.658861
15595,-0.668283
15596,-0.677705
15597,-0.687127
15598,-0.69655
15599,-0.710683
15600,-0.710683
15601,-0.701261
15602,-0.691838
15603,-0.701261
15604,-0.715394
15605,-0.724816
15606,-0.724816
15607,-0.715394
15608,-0.705972
15609,-0.701261
15610,-0.701261
15611,-0.710683
15612,-0.710683
15613,-0.715394
15614,-0.720105
15615,-0.729527
15616,-0.734238
15617,-0.715394
15618,-0.65415
15619,-0.616462
15620,-0.597618
15621,-0.588195
15622,-0.597618
15623,-0.616462
15624,-0.625884
15625,-0.640017
15626,-0.649439
15627,-0.658861
15628,-0.668283
15629,-0.677705
15630,-0.687127
15631,-0.691838
15632,-0.69655
15633,-0.701261
15634,-0.705972
15635,-0.705972
15636,-0.701261
15637,-0.687127
15638,-0.720105
15639,-0.738949
15640,-0.748371
15641,-0.74366
15642,-0.720105
15643,-0.710683
15644,-0.705972
15645,-0.701261
15646,-0.710683
15647,-0.720105
15648,-0.724816
15649,-0.724816
15650,-0.729527
15651,-0.729527
15652,-0.724816
15653,-0.69655
15654,-0.644728
15655,-0.611751
15656,-0.592906
15657,-0.592906
15658,-0.611751
15659,-0.630595
15660,-0.649439
15661,-0.668283
15662,-0.682416
15663,-0.687127
15664,-0.691838
15665,-0.691838
15666,-0.69655
15667,-0.710683
15668,-0.724816
15669,-0.734238
15670,-0.738949
15671,-0.734238
15672,-0.724816
15673,-0.720105
15674,-0.720105
15675,-0.724816
15676,-0.729527
15677,-0.738949
15678,-0.738949
15679,-0.74366
15680,-0.74366
15681,-0.748371
15682,-0.748371
15683,-0.74366
15684,-0.729527
15685,-0.715394
15686,-0.687127
15687,-0.658861
15688,-0.644728
15689,-0.635306
15690,-0.630595
15691,-0.635306
15692,-0.649439
15693,-0.484552
15694,-0.479841
15695,-0.479841
15696,-0.470419
15697,-0.451575
15698,-0.404465
15699,-0.347932
15700,-0.319666
15701,-0.310244
15702,-0.300822
15703,-0.305533
15704,-0.314955
15705,-0.310244
15706,-0.305533
15707,-0.300822
15708,-0.305533
15709,-0.300822
15710,-0.055847
15711,1.12191
15712,1.39044
15713,0.886363
15714,0.377569
15715,0.0525071
15716,-0.164201
15717,-0.249
15718,-0.291399
15719,-0.310244
15720,-0.33851
15721,-0.366776
15722,-0.395042
15723,-0.418598
15724,-0.437442
15725,-0.446864
15726,-0.456286
15727,-0.465708
15728,-0.47513
15729,-0.479841
15730,-0.465708
15731,-0.456286
15732,-0.460997
15733,-0.442153
15734,-0.432731
15735,-0.442153
15736,-0.460997
15737,-0.470419
15738,-0.484552
15739,-0.498686
15740,-0.512819
15741,-0.512819
15742,-0.498686
15743,-0.479841
15744,-0.465708
15745,-0.456286
15746,-0.437442
15747,-0.42802
15748,-0.423309
15749,-0.413887
15750,-0.404465
15751,-0.380909
15752,-0.319666
15753,-0.272555
15754,-0.281977
15755,-0.300822
15756,-0.314955
15757,-0.329088
15758,-0.343221
15759,-0.343221
15760,-0.333799
15761,-0.319666
15762,-0.314955
15763,-0.324377
15764,-0.333799
15765,-0.33851
15766,-0.343221
15767,-0.352643
15768,-0.352643
15769,-0.357354
15770,-0.362065
15771,-0.366776
15772,-0.371487
15773,-0.376198
15774,-0.38562
15775,-0.390331
15776,-0.399754
15777,-0.404465
15778,-0.409176
15779,-0.409176
15780,-0.413887
15781,-0.413887
15782,-0.423309
15783,-0.42802
15784,-0.442153
15785,-0.442153
15786,-0.432731
15787,-0.418598
15788,-0.404465
15789,-0.395042
15790,-0.390331
15791,-0.380909
15792,-0.38562
15793,-0.395042
15794,-0.409176
15795,-0.418598
15796,-0.432731
15797,-0.451575
15798,-0.470419
15799,-0.470419
15800,-0.446864
15801,-0.310244
15802,-0.376198
15803,-0.451575
15804,-0.484552
15805,-0.508108
15806,-0.536374
15807,1.61657
15808,1.50351
15809,1.57889
15810,1.93222
15811,2.08297
15812,2.0547
15813,1.98404
15814,1.9275
15815,1.86626
15816,1.81915
15817,1.77675
15818,1.74377
15819,1.72022
15820,1.70137
15821,1.69195
15822,1.65897
15823,1.72964
15824,1.79088
15825,1.80502
15826,1.82857
15827,1.84742
15828,1.85213
15829,1.85213
15830,1.85684
15831,1.86155
15832,1.85684
15833,1.85213
15834,1.84271
15835,1.81915
15836,1.80031
15837,1.78146
15838,1.7532
15839,1.72493
15840,1.69666
15841,1.67311
15842,1.61657
15843,1.56475
15844,1.56946
15845,1.54591
15846,1.47053
15847,1.46582
15848,1.46582
15849,1.3716
15850,1.37631
15851,1.36689
15852,1.34333
15853,1.30565
15854,1.27738
15855,1.25854
15856,1.23969
15857,1.22556
15858,1.202
15859,1.19258
15860,1.18316
15861,1.18316
15862,1.17845
15863,1.17374
15864,1.17374
15865,1.17845
15866,1.17845
15867,1.19729
15868,1.25854
15869,1.25382
15870,1.22556
15871,1.25854
15872,1.26796
15873,1.26325
15874,1.27738
15875,1.21614
15876,1.17845
15877,1.16431
15878,1.15489
15879,1.1596
15880,1.15018
15881,1.15018
15882,1.14547
15883,1.14547
15884,1.14076
15885,1.13605
15886,1.13134
15887,1.12191
15888,1.11249
15889,1.09836
15890,1.08423
15891,1.07009
15892,1.05125
15893,1.03712
15894,1.01356
15895,0.971161
15896,0.905207
15897,0.839252
15898,0.810986
15899,0.796853
15900,0.792142
15901,0.801564
15902,0.801564
15903,0.82983
15904,0.858096
15905,0.872229
15906,0.872229
15907,0.867518
15908,0.853385
15909,0.843963
15910,0.839252
15911,0.82983
15912,0.820408
15913,0.810986
15914,0.801564
15915,0.796853
15916,0.78272
15917,0.768586
15918,0.754453
15919,0.745031
15920,0.74032
15921,0.716765
15922,0.631966
15923,0.679076
15924,0.702632
15925,0.697921
15926,0.688499
15927,0.679076
15928,0.669654
15929,0.660232
15930,0.65081
15931,0.641388
15932,0.631966
15933,0.622544
15934,0.613122
15935,0.6037
15936,0.594278
15937,0.584855
15938,0.575433
15939,0.566011
15940,0.5613
15941,0.551878
15942,0.542456
15943,0.533034
15944,0.523612
15945,0.485923
15946,0.481212
15947,0.467079
15948,0.457657
15949,0.448235
15950,0.448235
15951,0.443524
15952,0.434102
15953,0.429391
15954,0.42468
15955,0.415258
15956,0.410547
15957,0.405836
15958,0.396414
15959,0.391703
15960,0.386991
15961,0.377569
15962,0.372858
15963,0.368147
15964,0.363436
15965,0.354014
15966,0.344592
15967,0.339881
15968,0.33517
15969,0.33517
15970,0.325748
15971,0.321037
15972,0.311615
15973,0.306904
15974,0.306904
15975,0.302193
15976,0.297482
15977,0.292771
15978,0.283348
15979,0.278637
15980,0.278637
15981,0.269215
15982,0.264504
15983,0.264504
15984,0.259793
15985,0.255082
15986,0.250371
15987,0.24566
15988,0.240949
15989,0.236238
15990,0.236238
15991,0.231527
15992,0.231527
15993,0.226816
15994,0.226816
15995,0.217394
15996,0.217394
15997,0.212683
15998,0.212683
15999,0.203261
16000,0.19855
16001,0.193839
16002,0.193839
16003,0.189127
16004,0.184416
16005,0.179705
16006,0.189127
16007,0.184416
16008,0.160861
16009,0.15615
16010,0.15615
16011,0.151439
16012,0.142017
16013,0.127884
16014,0.118462
16015,0.10904
16016,0.10904
16017,0.113751
16018,0.113751
16019,0.118462
16020,0.118462
16021,0.10904
16022,0.104329
16023,0.104329
16024,0.0901955
16025,0.0807734
16026,0.0760623
16027,0.0807734
16028,0.0807734
16029,0.0760623
16030,0.0807734
16031,0.0760623
16032,0.0713513
16033,0.0666402
16034,0.0666402
16035,0.0619292
16036,0.0525071
16037,0.0525071
16038,0.047796
16039,0.047796
16040,0.0383739
16041,0.0383739
16042,0.0336629
16043,0.0289518
16044,0.0289518
16045,0.0242408
16046,0.0242408
16047,0.0195297
16048,0.0148187
16049,0.0148187
16050,0.0101076
16051,0.0101076
16052,0.0053966
16053,0.000685552
16054,-0.0040255
16055,-0.0181586
16056,-0.0134476
16057,-0.0134476
16058,-0.0040255
16059,0.0053966
16060,0.0053966
16061,-0.0040255
16062,-0.0134476
16063,-0.0228697
16064,-0.0275807
16065,-0.0275807
16066,-0.0322918
16067,-0.0322918
16068,-0.0370028
16069,-0.051136
16070,-0.0605581
16071,-0.0652691
16072,-0.0652691
16073,-0.0699802
16074,-0.0746912
16075,-0.0746912
16076,-0.0794023
16077,-0.0841133
16078,-0.0841133
16079,-0.0888244
16080,-0.0888244
16081,-0.0935354
16082,-0.0982465
16083,-0.0982465
16084,-0.107669
16085,-0.107669
16086,-0.11238
16087,-0.121802
16088,-0.121802
16089,-0.117091
16090,-0.117091
16091,-0.121802
16092,-0.117091
16093,-0.121802
16094,-0.121802
16095,-0.117091
16096,-0.121802
16097,-0.121802
16098,-0.126513
16099,-0.126513
16100,-0.131224
16101,-0.131224
16102,-0.135935
16103,-0.135935
16104,-0.140646
16105,-0.140646
16106,-0.145357
16107,-0.150068
16108,-0.154779
16109,-0.154779
16110,-0.15949
16111,-0.168912
16112,-0.168912
16113,-0.164201
16114,-0.164201
16115,-0.173623
16116,-0.173623
16117,-0.168912
16118,-0.173623
16119,-0.173623
16120,-0.178334
16121,-0.178334
16122,-0.173623
16123,-0.178334
16124,-0.183045
16125,-0.183045
16126,-0.178334
16127,-0.183045
16128,-0.187756
16129,-0.192467
16130,-0.187756
16131,-0.187756
16132,-0.178334
16133,-0.173623
16134,-0.173623
16135,-0.178334
16136,-0.187756
16137,-0.197178
16138,-0.197178
16139,-0.206601
16140,-0.216023
16141,-0.225445
16142,-0.234867
16143,-0.230156
16144,-0.258422
16145,-0.258422
16146,-0.263133
16147,-0.286688
16148,-0.286688
16149,-0.281977
16150,-0.277266
16151,-0.272555
16152,-0.277266
16153,-0.281977
16154,-0.281977
16155,-0.277266
16156,-0.281977
16157,-0.272555
16158,-0.272555
16159,-0.267844
16160,-0.253711
16161,-0.239578
16162,-0.230156
16163,-0.220734
16164,-0.216023
16165,-0.183045
16166,-0.131224
16167,-0.126513
16168,-0.140646
16169,-0.140646
16170,-0.135935
16171,-0.135935
16172,-0.126513
16173,-0.11238
16174,-0.102958
16175,-0.0982465
16176,-0.0888244
16177,-0.0605581
16178,-0.0134476
16179,0.0289518
16180,0.0525071
16181,0.0619292
16182,0.0666402
16183,0.0713513
16184,0.0760623
16185,0.0807734
16186,0.0713513
16187,0.0854844
16188,0.0666402
16189,-0.0040255
16190,0.0148187
16191,0.043085
16192,0.0336629
16193,0.0242408
16194,0.0195297
16195,0.0101076
16196,0.000685552
16197,-0.0040255
16198,-0.0134476
16199,-0.0228697
16200,-0.0322918
16201,-0.0370028
16202,-0.0464249
16203,-0.0464249
16204,-0.051136
16205,-0.0605581
16206,-0.0652691
16207,-0.0841133
16208,-0.0888244
16209,-0.0699802
16210,-0.0746912
16211,-0.0841133
16212,-0.0888244
16213,-0.0888244
16214,-0.0935354
16215,-0.0888244
16216,-0.0935354
16217,-0.0982465
16218,-0.102958
16219,-0.107669
16220,-0.107669
16221,-0.102958
16222,-0.102958
16223,-0.11238
16224,-0.117091
16225,-0.117091
16226,-0.121802
16227,-0.117091
16228,-0.117091
16229,-0.121802
16230,-0.126513
16231,-0.126513
16232,-0.131224
16233,-0.131224
16234,-0.135935
16235,-0.145357
16236,-0.150068
16237,-0.154779
16238,-0.154779
16239,-0.15949
16240,-0.15949
16241,-0.168912
16242,-0.178334
16243,-0.183045
16244,-0.187756
16245,-0.258422
16246,-0.263133
16247,-0.272555
16248,-0.281977
16249,-0.281977
16250,-0.286688
16251,-0.286688
16252,-0.291399
16253,-0.291399
16254,-0.29611
16255,-0.29611
16256,-0.300822
16257,-0.300822
16258,-0.29611
16259,-0.291399
16260,-0.291399
16261,-0.29611
16262,-0.300822
16263,-0.300822
16264,-0.305533
16265,-0.305533
16266,-0.300822
16267,-0.29611
16268,-0.291399
16269,-0.286688
16270,-0.286688
16271,-0.281977
16272,-0.277266
16273,-0.258422
16274,-0.234867
16275,-0.20189
16276,-0.173623
16277,-0.154779
16278,-0.140646
16279,-0.135935
16280,-0.131224
16281,-0.126513
16282,-0.126513
16283,-0.121802
16284,-0.126513
16285,-0.135935
16286,-0.150068
16287,-0.15949
16288,-0.168912
16289,-0.178334
16290,-0.183045
16291,-0.187756
16292,-0.192467
16293,-0.192467
16294,-0.197178
16295,-0.197178
16296,-0.20189
16297,-0.20189
16298,-0.206601
16299,-0.206601
16300,-0.197178
16301,-0.183045
16302,-0.192467
16303,-0.197178
16304,-0.20189
16305,-0.20189
16306,-0.206601
16307,-0.211312
16308,-0.216023
16309,-0.216023
16310,-0.220734
16311,-0.225445
16312,-0.225445
16313,-0.211312
16314,-0.135935
16315,-0.135935
16316,-0.15949
16317,-0.164201
16318,-0.15949
16319,-0.154779
16320,-0.150068
16321,-0.145357
16322,-0.145357
16323,-0.135935
16324,-0.126513
16325,-0.117091
16326,-0.107669
16327,-0.0982465
16328,-0.0699802
16329,-0.0605581
16330,-0.0699802
16331,-0.0652691
16332,-0.0370028
16333,0.0713513
16334,0.184416
16335,0.236238
16336,0.240949
16337,0.24566
16338,0.250371
16339,0.24566
16340,0.236238
16341,0.236238
16342,0.226816
16343,0.212683
16344,0.19855
16345,0.189127
16346,0.179705
16347,0.170283
16348,0.184416
16349,0.297482
16350,0.217394
16351,0.160861
16352,0.151439
16353,0.142017
16354,0.123173
16355,0.10904
16356,0.0996176
16357,0.0949065
16358,0.0854844
16359,0.047796
16360,-0.0040255
16361,0.0242408
16362,0.0996176
16363,0.127884
16364,0.127884
16365,0.118462
16366,0.10904
16367,0.0949065
16368,0.0949065
16369,0.0901955
16370,0.0807734
16371,0.0760623
16372,0.0760623
16373,0.0807734
16374,0.0901955
16375,0.0949065
16376,0.113751
16377,0.160861
16378,0.283348
16379,0.452946
16380,0.51419
16381,0.51419
16382,0.495346
16383,0.47179
16384,0.448235
16385,0.429391
16386,0.410547
16387,0.401125
16388,0.38228
16389,0.358725
16390,0.339881
16391,0.325748
16392,0.311615
16393,0.302193
16394,0.288059
16395,0.273926
16396,0.264504
16397,0.255082
