timestamp,count,count2,count3
924,91.5323,91.5323,90.4309
925,92.7414,92.7414,93.01
926,93.367,93.367,89.6959
927,88.7049,88.7049,87.4917
928,87.5695,87.5695,87.0307
929,87.4594,87.4594,88.7413
930,87.4291,87.4291,96.5557
931,101.033,101.033,89.8403
932,92.3139,92.3139,87.5015
933,95.3105,95.3105,90.5852
934,91.8526,91.8526,89.9991
935,91.9045,91.9045,97.8195
936,91.082,91.082,92.7794
937,89.6926,89.6926,88.6512
938,89.0495,89.0495,88.9667
939,86.8507,86.8507,93.0152
940,85.9516,85.9516,104.234
941,93.8807,93.8807,92.7806
942,86.3123,86.3123,95.5695
943,86.903,86.903,92.662
944,90.7406,90.7406,95.6825
945,88.1959,88.1959,99.6284
946,92.2173,92.2173,95.3616
947,92.0566,92.0566,93.8505
948,91.7871,91.7871,89.5326
949,91.1372,91.1372,90.3026
950,93.0181,93.0181,107.058
951,95.9409,95.9409,96.8488
952,88.0257,88.0257,94.4343
953,90.5863,90.5863,96.8359
954,89.7239,89.7239,94.9403
955,90.0908,90.0908,95.6381
956,93.7679,93.7679,94.0989
957,90.842,90.842,167.267
958,87.4602,87.4602,167.108
959,87.0741,87.0741,166.51
960,89.9502,89.9502,158.249
961,104.65,104.65,158.625
962,93.2312,93.2312,168.985
963,91.2541,91.2541,156.887
964,90.6754,90.6754,155.343
965,88.7433,88.7433,151.819
966,92.203,92.203,160.722
967,88.6846,88.6846,168.085
968,91.924,91.924,163.103
969,88.8671,88.8671,158.216
970,88.6301,88.6301,157.37
971,94.3037,94.3037,152.185
972,92.6837,92.6837,159.28
973,91.1458,91.1458,154.135
974,89.8678,89.8678,148.597
975,89.8177,89.8177,148.528
976,98.1622,98.1622,144.448
977,95.99,95.99,168.824
978,90.1002,90.1002,161.965
979,94.2894,94.2894,148.596
980,95.7037,95.7037,148.214
981,95.0969,95.0969,148.805
982,92.0335,92.0335,156.696
983,92.1023,92.1023,154.009
984,91.2979,91.2979,147.022
985,89.1076,89.1076,140.947
986,94.7075,94.7075,146.761
987,90.9976,90.9976,154.866
988,89.5221,89.5221,152.099
989,85.4861,85.4861,149.217
990,87.3272,87.3272,149.261
991,101.252,101.252,143.929
992,95.8587,95.8587,152.212
993,93.0782,93.0782,160.4
994,89.1136,89.1136,159.471
995,90.4309,90.4309,155.319
996,93.01,93.01,152.193
997,89.6959,89.6959,156.45
998,87.4917,87.4917,156.507
999,87.0307,87.0307,144.858
1000,88.7413,88.7413,144.852
1001,96.5557,96.5557,144.988
1002,89.8403,89.8403,147.222
1003,87.5015,87.5015,143.011
1004,90.5852,90.5852,134.409
1005,89.9991,89.9991,134.392
1006,97.8195,97.8195,134.646
1007,92.7794,92.7794,157.175
1008,88.6512,88.6512,150.374
1009,88.9667,88.9667,151.579
1010,93.0152,93.0152,133.844
1011,104.234,104.234,21.351
1012,92.7806,92.7806,120.827
1013,95.5695,95.5695,144.293
1014,92.662,92.662,137.726
1015,95.6825,95.6825,131.608
1016,99.6284,99.6284,135.32
1017,95.3616,95.3616,142.626
1018,93.8505,93.8505,138.043
1019,89.5326,89.5326,143.144
1020,90.3026,90.3026,137.443
1021,107.058,107.058,125.936
1022,96.8488,96.8488,146.905
1023,94.4343,94.4343,130.365
1024,96.8359,96.8359,127.836
1025,94.9403,94.9403,129.805
1026,95.6381,95.6381,128.26
1027,94.0989,94.0989,95.6381
